"","country","year","population"
"830","Brunei","1995",0.28799
"831","Brunei","1996",0.29557
"832","Brunei","1997",0.30311
"833","Brunei","1998",0.31053
"834","Brunei","1999",0.3179
"835","Brunei","2000",0.3253
"836","Brunei","2001",0.33265
"837","Brunei","2002",0.33999
"838","Brunei","2003",0.34726
"839","Brunei","2004",0.35431
"840","Brunei","2005",0.36111
"841","Brunei","2006",0.36782
"842","Brunei","2007",0.37458
"843","Brunei","2008",0.38137
"844","Brunei","2009",0.38819
"845","Brunei","2010",0.39503
"846","Bulgaria","1980",8.84353
"847","Bulgaria","1981",8.86944
"848","Bulgaria","1982",8.8921
"849","Bulgaria","1983",8.91028
"850","Bulgaria","1984",8.92827
"851","Bulgaria","1985",8.94357
"852","Bulgaria","1986",8.95877
"853","Bulgaria","1987",8.97196
"854","Bulgaria","1988",8.98203
"855","Bulgaria","1989",8.99006
"856","Bulgaria","1990",8.89403
"857","Bulgaria","1991",8.77237
"858","Bulgaria","1992",8.65851
"859","Bulgaria","1993",8.44187
"860","Bulgaria","1994",8.35334
"861","Bulgaria","1995",8.25581
"862","Bulgaria","1996",8.16103
"863","Bulgaria","1997",8.06606
"864","Bulgaria","1998",7.97177
"865","Bulgaria","1999",7.89323
"866","Bulgaria","2000",7.8185
"867","Bulgaria","2001",7.73842
"868","Bulgaria","2002",7.6618
"869","Bulgaria","2003",7.5884
"870","Bulgaria","2004",7.51797
"871","Bulgaria","2005",7.45035
"872","Bulgaria","2006",7.38537
"873","Bulgaria","2007",7.32286
"874","Bulgaria","2008",7.26268
"875","Bulgaria","2009",7.20469
"876","Bulgaria","2010",7.14879
"877","Burkina Faso","1980",6.31819
"878","Burkina Faso","1981",6.47437
"879","Burkina Faso","1982",6.63723
"880","Burkina Faso","1983",6.80728
"881","Burkina Faso","1984",6.98504
"882","Burkina Faso","1985",7.17093
"883","Burkina Faso","1986",7.3711
"884","Burkina Faso","1987",7.59181
"885","Burkina Faso","1988",7.83349
"886","Burkina Faso","1989",8.09154
"887","Burkina Faso","1990",8.36104
"888","Burkina Faso","1991",8.64225
"889","Burkina Faso","1992",8.93497
"890","Burkina Faso","1993",9.2377
"891","Burkina Faso","1994",9.57065
"892","Burkina Faso","1995",9.90278
"893","Burkina Faso","1996",10.22018
"894","Burkina Faso","1997",10.54257
"895","Burkina Faso","1998",10.87271
"896","Burkina Faso","1999",11.22531
"897","Burkina Faso","2000",11.58775
"898","Burkina Faso","2001",12.03936
"899","Burkina Faso","2002",12.58496
"900","Burkina Faso","2003",13.06539
"901","Burkina Faso","2004",13.47809
"902","Burkina Faso","2005",13.90389
"903","Burkina Faso","2006",14.34353
"904","Burkina Faso","2007",14.79717
"905","Burkina Faso","2008",15.26474
"906","Burkina Faso","2009",15.74623
"907","Burkina Faso","2010",16.24181
"908","Burma (Myanmar)","1980",33.33642
"909","Burma (Myanmar)","1981",33.98181
"910","Burma (Myanmar)","1982",34.64219
"911","Burma (Myanmar)","1983",35.32599
"912","Burma (Myanmar)","1984",36.03536
"913","Burma (Myanmar)","1985",36.76587
"914","Burma (Myanmar)","1986",37.51768
"915","Burma (Myanmar)","1987",38.28766
"916","Burma (Myanmar)","1988",39.02532
"917","Burma (Myanmar)","1989",39.73446
"918","Burma (Myanmar)","1990",40.46361
"919","Burma (Myanmar)","1991",41.18056
"920","Burma (Myanmar)","1992",41.79115
"921","Burma (Myanmar)","1993",42.43742
"922","Burma (Myanmar)","1994",43.21759
"923","Burma (Myanmar)","1995",43.99398
"924","Burma (Myanmar)","1996",44.72671
"925","Burma (Myanmar)","1997",45.42617
"926","Burma (Myanmar)","1998",46.11082
"927","Burma (Myanmar)","1999",46.78168
"928","Burma (Myanmar)","2000",47.43887
"929","Burma (Myanmar)","2001",48.08106
"930","Burma (Myanmar)","2002",48.71575
"931","Burma (Myanmar)","2003",49.34468
"932","Burma (Myanmar)","2004",49.9622
"933","Burma (Myanmar)","2005",50.57209
"934","Burma (Myanmar)","2006",51.16167
"935","Burma (Myanmar)","2007",51.75584
"936","Burma (Myanmar)","2008",52.22815
"937","Burma (Myanmar)","2009",52.82612
"938","Burma (Myanmar)","2010",53.41437
"939","Burundi","1980",4.29821
"940","Burundi","1981",4.47776
"941","Burundi","1982",4.58491
"942","Burundi","1983",4.7052
"943","Burundi","1984",4.81683
"944","Burundi","1985",4.92176
"945","Burundi","1986",5.01886
"946","Burundi","1987",5.14452
"947","Burundi","1988",5.27884
"948","Burundi","1989",5.40437
"949","Burundi","1990",5.53564
"950","Burundi","1991",5.67438
"951","Burundi","1992",5.85649
"952","Burundi","1993",5.68543
"953","Burundi","1994",5.74968
"954","Burundi","1995",6.16495
"955","Burundi","1996",6.20373
"956","Burundi","1997",6.24364
"957","Burundi","1998",6.41743
"958","Burundi","1999",6.63114
"959","Burundi","2000",6.8227
"960","Burundi","2001",7.04302
"961","Burundi","2002",7.28679
"962","Burundi","2003",7.55265
"963","Burundi","2004",7.85873
"964","Burundi","2005",8.16194
"965","Burundi","2006",8.46451
"966","Burundi","2007",8.78294
"967","Burundi","2008",9.13931
"968","Burundi","2009",9.51133
"969","Burundi","2010",9.86312
"970","Cambodia","1980",6.88852
"971","Cambodia","1981",7.0792
"972","Cambodia","1982",7.29713
"973","Cambodia","1983",7.53065
"974","Cambodia","1984",7.69058
"975","Cambodia","1985",7.84124
"976","Cambodia","1986",8.10142
"977","Cambodia","1987",8.40395
"978","Cambodia","1988",8.71641
"979","Cambodia","1989",9.03814
"980","Cambodia","1990",9.36752
"981","Cambodia","1991",9.70681
"982","Cambodia","1992",10.14276
"983","Cambodia","1993",10.62423
"984","Cambodia","1994",10.97424
"985","Cambodia","1995",11.23414
"986","Cambodia","1996",11.48458
"987","Cambodia","1997",11.72171
"988","Cambodia","1998",11.94447
"989","Cambodia","1999",12.15466
"990","Cambodia","2000",12.35115
"991","Cambodia","2001",12.53961
"992","Cambodia","2002",12.7292
"993","Cambodia","2003",12.92071
"994","Cambodia","2004",13.10994
"995","Cambodia","2005",13.2974
"996","Cambodia","2006",13.49871
"997","Cambodia","2007",13.71869
"998","Cambodia","2008",13.95701
"999","Cambodia","2009",14.20623
"1000","Cambodia","2010",14.45368
"1001","Cameroon","1980",8.76249
"1002","Cameroon","1981",9.04792
"1003","Cameroon","1982",9.28255
"1004","Cameroon","1983",9.56272
"1005","Cameroon","1984",9.86713
"1006","Cameroon","1985",10.19137
"1007","Cameroon","1986",10.53015
"1008","Cameroon","1987",10.8671
"1009","Cameroon","1988",11.20098
"1010","Cameroon","1989",11.54012
"1011","Cameroon","1990",11.8845
"1012","Cameroon","1991",12.2303
"1013","Cameroon","1992",12.57475
"1014","Cameroon","1993",12.92047
"1015","Cameroon","1994",13.26417
"1016","Cameroon","1995",13.60316
"1017","Cameroon","1996",13.94474
"1018","Cameroon","1997",14.29013
"1019","Cameroon","1998",14.63798
"1020","Cameroon","1999",14.9885
"1021","Cameroon","2000",15.34304
"1022","Cameroon","2001",15.70686
"1023","Cameroon","2002",16.09444
"1024","Cameroon","2003",16.48901
"1025","Cameroon","2004",16.87275
"1026","Cameroon","2005",17.26147
"1027","Cameroon","2006",17.65786
"1028","Cameroon","2007",18.06038
"1029","Cameroon","2008",18.46769
"1030","Cameroon","2009",18.8793
"1031","Cameroon","2010",19.29415
"1032","Canada","1980",24.5933
"1033","Canada","1981",24.9
"1034","Canada","1982",25.2019
"1035","Canada","1983",25.4563
"1036","Canada","1984",25.7018
"1037","Canada","1985",25.9416
"1038","Canada","1986",26.2038
"1039","Canada","1987",26.5497
"1040","Canada","1988",26.8948
"1041","Canada","1989",27.3793
"1042","Canada","1990",27.7906
"1043","Canada","1991",28.1179
"1044","Canada","1992",28.54489
"1045","Canada","1993",28.95334
"1046","Canada","1994",29.33081
"1047","Canada","1995",29.69053
"1048","Canada","1996",30.02632
"1049","Canada","1997",30.3056
"1050","Canada","1998",30.55166
"1051","Canada","1999",30.82026
"1052","Canada","2000",31.09956
"1053","Canada","2001",31.37674
"1054","Canada","2002",31.64096
"1055","Canada","2003",31.88931
"1056","Canada","2004",32.13476
"1057","Canada","2005",32.38638
"1058","Canada","2006",32.65668
"1059","Canada","2007",32.93596
"1060","Canada","2008",33.2127
"1061","Canada","2009",33.48721
"1062","Canada","2010",33.75974
"1063","Cape Verde","1980",0.29645
"1064","Cape Verde","1981",0.3002
"1065","Cape Verde","1982",0.30409
"1066","Cape Verde","1983",0.3082
"1067","Cape Verde","1984",0.31249
"1068","Cape Verde","1985",0.31689
"1069","Cape Verde","1986",0.32134
"1070","Cape Verde","1987",0.32587
"1071","Cape Verde","1988",0.3305
"1072","Cape Verde","1989",0.33517
"1073","Cape Verde","1990",0.33976
"1074","Cape Verde","1991",0.34683
"1075","Cape Verde","1992",0.35649
"1076","Cape Verde","1993",0.36624
"1077","Cape Verde","1994",0.37592
"1078","Cape Verde","1995",0.38543
"1079","Cape Verde","1996",0.3948
"1080","Cape Verde","1997",0.404
"1081","Cape Verde","1998",0.41297
"1082","Cape Verde","1999",0.42168
"1083","Cape Verde","2000",0.43013
"1084","Cape Verde","2001",0.43845
"1085","Cape Verde","2002",0.4467
"1086","Cape Verde","2003",0.45483
"1087","Cape Verde","2004",0.4628
"1088","Cape Verde","2005",0.4706
"1089","Cape Verde","2006",0.47831
"1090","Cape Verde","2007",0.48599
"1091","Cape Verde","2008",0.49362
"1092","Cape Verde","2009",0.50118
"1093","Cape Verde","2010",0.50866
"1094","Cayman Islands","1980",0.01708
"1095","Cayman Islands","1981",0.0179
"1096","Cayman Islands","1982",0.01852
"1097","Cayman Islands","1983",0.01909
"1098","Cayman Islands","1984",0.02002
"1099","Cayman Islands","1985",0.02085
"1100","Cayman Islands","1986",0.02144
"1101","Cayman Islands","1987",0.02207
"1102","Cayman Islands","1988",0.0245
"1103","Cayman Islands","1989",0.02507
"1104","Cayman Islands","1990",0.02636
"1105","Cayman Islands","1991",0.02751
"1106","Cayman Islands","1992",0.02868
"1107","Cayman Islands","1993",0.03001
"1108","Cayman Islands","1994",0.0313
"1109","Cayman Islands","1995",0.03249
"1110","Cayman Islands","1996",0.03368
"1111","Cayman Islands","1997",0.03487
"1112","Cayman Islands","1998",0.03606
"1113","Cayman Islands","1999",0.03725
"1114","Cayman Islands","2000",0.03844
"1115","Cayman Islands","2001",0.03962
"1116","Cayman Islands","2002",0.0408
"1117","Cayman Islands","2003",0.04199
"1118","Cayman Islands","2004",0.04316
"1119","Cayman Islands","2005",0.04434
"1120","Cayman Islands","2006",0.04552
"1121","Cayman Islands","2007",0.04669
"1122","Cayman Islands","2008",0.04786
"1123","Cayman Islands","2009",0.04904
"1124","Cayman Islands","2010",0.05021
"1125","Central & South America","1980",293.05856
"1126","Central & South America","1981",299.43033
"1127","Central & South America","1982",305.95253
"1128","Central & South America","1983",312.51136
"1129","Central & South America","1984",318.87955
"1130","Central & South America","1985",325.22704
"1131","Central & South America","1986",331.82291
"1132","Central & South America","1987",338.59859
"1133","Central & South America","1988",345.44544
"1134","Central & South America","1989",352.20471
"1135","Central & South America","1990",358.79973
"1136","Central & South America","1991",365.15137
"1137","Central & South America","1992",371.43224
"1138","Central & South America","1993",377.7438
"1139","Central & South America","1994",384.26984
"1140","Central & South America","1995",390.75665
"1141","Central & South America","1996",397.13002
"1142","Central & South America","1997",403.41352
"1143","Central & South America","1998",409.62879
"1144","Central & South America","1999",415.63607
"1145","Central & South America","2000",421.4539
"1146","Central & South America","2001",427.24012
"1147","Central & South America","2002",433.05116
"1148","Central & South America","2003",438.97976
"1149","Central & South America","2004",445.01525
"1150","Central & South America","2005",451.05504
"1151","Central & South America","2006",457.01699
"1152","Central & South America","2007",462.89157
"1153","Central & South America","2008",468.73872
"1154","Central & South America","2009",474.53897
"1155","Central & South America","2010",480.01228
"1156","Central African Republic","1980",2.34878
"1157","Central African Republic","1981",2.41277
"1158","Central African Republic","1982",2.47757
"1159","Central African Republic","1983",2.54328
"1160","Central African Republic","1984",2.62927
"1161","Central African Republic","1985",2.71415
"1162","Central African Republic","1986",2.77536
"1163","Central African Republic","1987",2.84088
"1164","Central African Republic","1988",2.91718
"1165","Central African Republic","1989",2.99987
"1166","Central African Republic","1990",3.08497
"1167","Central African Republic","1991",3.17449
"1168","Central African Republic","1992",3.26652
"1169","Central African Republic","1993",3.36703
"1170","Central African Republic","1994",3.46585
"1171","Central African Republic","1995",3.54441
"1172","Central African Republic","1996",3.62161
"1173","Central African Republic","1997",3.70738
"1174","Central African Republic","1998",3.79796
"1175","Central African Republic","1999",3.88922
"1176","Central African Republic","2000",3.97986
"1177","Central African Republic","2001",4.05393
"1178","Central African Republic","2002",4.12842
"1179","Central African Republic","2003",4.21492
"1180","Central African Republic","2004",4.28875
"1181","Central African Republic","2005",4.36304
"1182","Central African Republic","2006",4.44895
"1183","Central African Republic","2007",4.54373
"1184","Central African Republic","2008",4.64132
"1185","Central African Republic","2009",4.74192
"1186","Central African Republic","2010",4.84493
"1187","Chad","1980",4.52239
"1188","Chad","1981",4.51494
"1189","Chad","1982",4.73288
"1190","Chad","1983",4.97116
"1191","Chad","1984",5.02517
"1192","Chad","1985",5.06604
"1193","Chad","1986",5.2142
"1194","Chad","1987",5.39152
"1195","Chad","1988",5.55634
"1196","Chad","1989",5.71491
"1197","Chad","1990",5.84141
"1198","Chad","1991",6.02822
"1199","Chad","1992",6.26327
"1200","Chad","1993",6.3791
"1201","Chad","1994",6.49669
"1202","Chad","1995",6.76969
"1203","Chad","1996",7.051
"1204","Chad","1997",7.26171
"1205","Chad","1998",7.47932
"1206","Chad","1999",7.70874
"1207","Chad","2000",7.94268
"1208","Chad","2001",8.17941
"1209","Chad","2002",8.43619
"1210","Chad","2003",8.74574
"1211","Chad","2004",9.09766
"1212","Chad","2005",9.40066
"1213","Chad","2006",9.64896
"1214","Chad","2007",9.88566
"1215","Chad","2008",10.11134
"1216","Chad","2009",10.32921
"1217","Chad","2010",10.54346
"1218","Chile","1980",11.09372
"1219","Chile","1981",11.2823
"1220","Chile","1982",11.48711
"1221","Chile","1983",11.68662
"1222","Chile","1984",11.87977
"1223","Chile","1985",12.0678
"1224","Chile","1986",12.261
"1225","Chile","1987",12.46452
"1226","Chile","1988",12.67869
"1227","Chile","1989",12.90232
"1228","Chile","1990",13.12892
"1229","Chile","1991",13.35367
"1230","Chile","1992",13.57416
"1231","Chile","1993",13.78943
"1232","Chile","1994",14.00122
"1233","Chile","1995",14.20661
"1234","Chile","1996",14.40541
"1235","Chile","1997",14.60109
"1236","Chile","1998",14.79216
"1237","Chile","1999",14.97655
"1238","Chile","2000",15.15574
"1239","Chile","2001",15.33189
"1240","Chile","2002",15.50394
"1241","Chile","2003",15.67191
"1242","Chile","2004",15.83563
"1243","Chile","2005",15.99504
"1244","Chile","2006",16.15084
"1245","Chile","2007",16.30385
"1246","Chile","2008",16.45414
"1247","Chile","2009",16.60171
"1248","Chile","2010",16.74649
"1249","China","1980",984.73646
"1250","China","1981",997.00072
"1251","China","1982",1012.49049
"1252","China","1983",1028.35653
"1253","China","1984",1042.75605
"1254","China","1985",1058.00772
"1255","China","1986",1074.52256
"1256","China","1987",1093.72571
"1257","China","1988",1112.86641
"1258","China","1989",1130.72941
"1259","China","1990",1148.36447
"1260","China","1991",1163.61039
"1261","China","1992",1177.53561
"1262","China","1993",1190.76183
"1263","China","1994",1203.80174
"1264","China","1995",1216.37844
"1265","China","1996",1227.88219
"1266","China","1997",1238.12566
"1267","China","1998",1247.50222
"1268","China","1999",1255.9925
"1269","China","2000",1263.63753
"1270","China","2001",1270.74423
"1271","China","2002",1277.59472
"1272","China","2003",1284.30332
"1273","China","2004",1291.0018
"1274","China","2005",1297.76532
"1275","China","2006",1304.26188
"1276","China","2007",1310.58354
"1277","China","2008",1317.06568
"1278","China","2009",1323.59158
"1279","China","2010",1330.14129
"1280","Colombia","1980",26.63129
"1281","Colombia","1981",27.21489
"1282","Colombia","1982",27.82604
"1283","Colombia","1983",28.45499
"1284","Colombia","1984",29.09546
"1285","Colombia","1985",29.74762
"1286","Colombia","1986",30.41039
"1287","Colombia","1987",31.0853
"1288","Colombia","1988",31.77087
"1289","Colombia","1989",32.46085
"1290","Colombia","1990",33.14725
"1291","Colombia","1991",33.83221
"1292","Colombia","1992",34.52032
"1293","Colombia","1993",35.2056
"1294","Colombia","1994",35.88762
"1295","Colombia","1995",36.53183
"1296","Colombia","1996",37.09791
"1297","Colombia","1997",37.61994
"1298","Colombia","1998",38.13259
"1299","Colombia","1999",38.56386
"1300","Colombia","2000",38.91035
"1301","Colombia","2001",39.31245
"1302","Colombia","2002",39.80495
"1303","Colombia","2003",40.35102
"1304","Colombia","2004",40.92215
"1305","Colombia","2005",41.48778
"1306","Colombia","2006",42.04625
"1307","Colombia","2007",42.59732
"1308","Colombia","2008",43.14111
"1309","Colombia","2009",43.67737
"1310","Colombia","2010",44.20529
"1311","Comoros","1980",0.33351
"1312","Comoros","1981",0.34088
"1313","Comoros","1982",0.34882
"1314","Comoros","1983",0.3572
"1315","Comoros","1984",0.36603
"1316","Comoros","1985",0.3753
"1317","Comoros","1986",0.38505
"1318","Comoros","1987",0.39528
"1319","Comoros","1988",0.40603
"1320","Comoros","1989",0.41731
"1321","Comoros","1990",0.42914
"1322","Comoros","1991",0.44154
"1323","Comoros","1992",0.45453
"1324","Comoros","1993",0.4681
"1325","Comoros","1994",0.48226
"1326","Comoros","1995",0.49701
"1327","Comoros","1996",0.51232
